worker_id,sex,social_group,age,years_education,experience,rural_urban,state,activity_status,sector,formality,monthly_wage,survey_weight,log_wage,female,informal,urban,group_OBC,group_SC,group_ST,sector_Industry,sector_Services
W03008,Male,SC,45,9.0,30,Urban,Madhya Pradesh,Employed,Agriculture,Informal,17555.0,0.8644,9.773094088602532,0,1,1,0,1,0,0,0
W03009,Male,SC,55,14.0,35,Rural,Maharashtra,Outside_LF,NA,NA,0.0,1.1163,,0,0,0,0,1,0,0,0
W03010,Female,OBC,59,3.0,50,Rural,Gujarat,Employed,Industry,Informal,3423.0,1.0999,8.138272638530186,1,1,0,1,0,0,1,0
W03011,Male,ST,26,7.0,13,Rural,Andhra Pradesh,Employed,Services,Formal,21969.0,1.3731,9.99738764772918,0,0,0,0,0,1,0,1
W03012,Female,OBC,30,13.0,11,Rural,Telangana,Employed,Services,Informal,11941.0,1.0372,9.387733135533384,1,1,0,1,0,0,0,1
W03013,Female,OBC,30,4.0,20,Urban,Karnataka,Outside_LF,NA,NA,0.0,0.9164,,1,0,1,1,0,0,0,0
W03014,Female,OBC,39,10.0,23,Rural,Jharkhand,Employed,Industry,Informal,19258.0,1.3545,9.86568183780023,1,1,0,1,0,0,1,0
W03015,Male,General,39,15.0,18,Rural,Kerala,Employed,Industry,Informal,9318.0,1.087,9.139703292376742,0,1,0,0,0,0,1,0
W03016,Female,General,15,5.0,4,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.1276,,1,0,0,0,0,0,0,0
W03017,Female,SC,59,7.0,46,Rural,Gujarat,Employed,Agriculture,Informal,8198.0,1.0932,9.011645501064283,1,1,0,0,1,0,0,0
W03018,Male,OBC,57,9.0,42,Rural,Uttar Pradesh,Employed,Industry,Informal,15346.0,1.0325,9.638610132737611,0,1,0,1,0,0,1,0
W03019,Male,OBC,45,9.0,30,Rural,Telangana,Employed,Agriculture,Informal,24927.0,1.2391,10.123706832333092,0,1,0,1,0,0,0,0
W03020,Male,OBC,30,9.0,15,Urban,Odisha,Employed,Services,Informal,6004.0,0.9438,8.700181192753353,0,1,1,1,0,0,0,1
W03021,Male,General,56,15.0,35,Rural,Jharkhand,Employed,Agriculture,Informal,30822.0,1.4739,10.335983999695323,0,1,0,0,0,0,0,0
W03022,Female,General,28,9.0,13,Rural,Maharashtra,Employed,Agriculture,Informal,5747.0,1.3695,8.656433258507741,1,1,0,0,0,0,0,0
W03023,Male,ST,30,4.0,20,Rural,Bihar,Employed,Services,Informal,8669.0,1.4857,9.06750872286864,0,1,0,0,0,1,0,1
W03024,Female,OBC,64,6.0,52,Rural,Odisha,Outside_LF,NA,NA,0.0,1.3833,,1,0,0,1,0,0,0,0
W03025,Male,General,61,11.0,44,Rural,Karnataka,Employed,Agriculture,Informal,20516.0,1.4898,9.92896034850916,0,1,0,0,0,0,0,0
W03026,Male,OBC,44,6.0,32,Urban,Gujarat,Employed,Services,Informal,11613.0,0.8544,9.359880439245758,0,1,1,1,0,0,0,1
W03027,Male,OBC,23,8.0,9,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.1004,,0,0,0,1,0,0,0,0
W03028,Female,OBC,21,8.0,7,Urban,Andhra Pradesh,Outside_LF,NA,NA,0.0,0.9059,,1,0,1,1,0,0,0,0
W03029,Female,ST,63,6.0,51,Rural,Andhra Pradesh,Employed,Industry,Informal,4841.0,1.2561,8.484876589939695,1,1,0,0,0,1,1,0
W03030,Male,OBC,28,13.0,9,Rural,Bihar,Employed,Services,Informal,15735.0,1.4158,9.663642809498507,0,1,0,1,0,0,0,1
W03031,Female,OBC,49,8.0,35,Urban,Telangana,Employed,Agriculture,Informal,21124.0,0.9599,9.958165113826825,1,1,1,1,0,0,0,0
W03032,Male,OBC,32,8.0,18,Urban,Karnataka,Outside_LF,NA,NA,0.0,1.1079,,0,0,1,1,0,0,0,0
W03033,Male,OBC,39,7.0,26,Rural,Gujarat,Employed,Services,Informal,12049.0,1.1585,9.396736947923277,0,1,0,1,0,0,0,1
W03034,Male,OBC,64,10.0,48,Urban,Andhra Pradesh,Employed,Industry,Formal,28794.0,0.9734,10.2679223110863,0,0,1,1,0,0,1,0
W03035,Female,General,44,9.0,29,Urban,Telangana,Employed,Agriculture,Informal,20353.0,0.9996,9.92098360015288,1,1,1,0,0,0,0,0
W03036,Female,SC,36,5.0,25,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.0948,,1,0,0,0,1,0,0,0
W03037,Female,OBC,35,8.0,21,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.397,,1,0,0,1,0,0,0,0
W03038,Male,OBC,26,11.0,9,Rural,Bihar,Employed,Agriculture,Informal,16121.0,1.3269,9.687878048875998,0,1,0,1,0,0,0,0
W03039,Male,General,42,12.0,24,Rural,Punjab,Employed,Services,Informal,17548.0,1.1121,9.772695262286105,0,1,0,0,0,0,0,1
W03040,Female,SC,43,5.0,32,Urban,West Bengal,Employed,Industry,Informal,6890.0,0.9139,8.837826364007704,1,1,1,0,1,0,1,0
W03041,Male,General,19,9.0,4,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.3276,,0,0,0,0,0,0,0,0
W03042,Female,OBC,35,6.0,23,Rural,Kerala,Outside_LF,NA,NA,0.0,1.372,,1,0,0,1,0,0,0,0
W03043,Female,SC,47,8.0,33,Rural,West Bengal,Employed,Services,Formal,15280.0,1.2203,9.634300062720511,1,0,0,0,1,0,0,1
W03044,Male,OBC,17,8.0,3,Rural,Tamil Nadu,Employed,Services,Informal,5987.0,1.3668,8.697345730925353,0,1,0,1,0,0,0,1
W03045,Female,ST,63,1.0,56,Urban,Rajasthan,Outside_LF,NA,NA,0.0,0.8588,,1,0,1,0,0,1,0,0
W03046,Female,General,58,13.0,39,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.1664,,1,0,0,0,0,0,0,0
W03047,Male,OBC,46,7.0,33,Rural,Gujarat,Employed,Agriculture,Informal,15502.0,1.0256,9.648724326841457,0,1,0,1,0,0,0,0
W03048,Female,ST,15,5.0,4,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.254,,1,0,0,0,0,1,0,0
W03049,Female,OBC,40,9.0,25,Urban,Karnataka,Outside_LF,NA,NA,0.0,0.8328,,1,0,1,1,0,0,0,0
W03050,Male,OBC,59,10.0,43,Urban,Kerala,Employed,Industry,Informal,12867.0,0.9817,9.46242117318499,0,1,1,1,0,0,1,0
W03051,Female,OBC,16,1.0,9,Urban,Gujarat,Employed,Agriculture,Informal,5103.0,1.1126,8.537583881063972,1,1,1,1,0,0,0,0
W03052,Male,SC,54,9.0,39,Rural,Karnataka,Employed,Services,Formal,17415.0,1.4998,9.765087182800102,0,0,0,0,1,0,0,1
W03053,Female,SC,56,9.0,41,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.1997,,1,0,0,0,1,0,0,0
W03054,Female,OBC,18,10.0,2,Urban,Maharashtra,Outside_LF,NA,NA,0.0,1.0291,,1,0,1,1,0,0,0,0
W03055,Female,ST,26,0.0,20,Urban,Kerala,Employed,Agriculture,Informal,3334.0,1.1109,8.111928063310739,1,1,1,0,0,1,0,0
W03056,Male,OBC,51,15.0,30,Rural,Bihar,Employed,Industry,Formal,19440.0,1.2712,9.87508807801443,0,0,0,1,0,0,1,0
W03057,Female,OBC,60,4.0,50,Urban,Madhya Pradesh,Outside_LF,NA,NA,0.0,0.8852,,1,0,1,1,0,0,0,0
W03058,Male,OBC,53,6.0,41,Rural,Uttar Pradesh,Employed,Agriculture,Informal,9110.0,1.0948,9.117127990254003,0,1,0,1,0,0,0,0
W03059,Male,OBC,41,12.0,23,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.1045,,0,0,0,1,0,0,0,0
W03060,Male,SC,45,9.0,30,Urban,Kerala,Employed,Services,Formal,20877.0,1.0725,9.94640335351296,0,0,1,0,1,0,0,1
W03061,Female,OBC,41,8.0,27,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.1443,,1,0,0,1,0,0,0,0
W03062,Male,General,43,10.0,27,Urban,Andhra Pradesh,Outside_LF,NA,NA,0.0,0.8624,,0,0,1,0,0,0,0,0
W03063,Male,OBC,53,13.0,34,Rural,Rajasthan,Employed,Industry,Informal,28371.0,1.3784,10.253122775683622,0,1,0,1,0,0,1,0
W03064,Female,SC,17,5.0,6,Urban,Telangana,Outside_LF,NA,NA,0.0,1.0663,,1,0,1,0,1,0,0,0
W03065,Male,ST,25,1.0,18,Rural,Punjab,Employed,Industry,Informal,9608.0,1.1201,9.170351363759819,0,1,0,0,0,1,1,0
W03066,Male,General,17,15.0,0,Urban,Odisha,Employed,Agriculture,Informal,10567.0,1.0129,9.265491216441031,0,1,1,0,0,0,0,0
W03067,Male,General,54,12.0,36,Urban,Rajasthan,Employed,Services,Formal,41428.0,0.9258,10.63171225970877,0,0,1,0,0,0,0,1
W03068,Male,OBC,51,13.0,32,Rural,Kerala,Employed,Services,Informal,9721.0,1.1528,9.18204377282107,0,1,0,1,0,0,0,1
W03069,Female,General,17,11.0,0,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.2697,,1,0,0,0,0,0,0,0
W03070,Male,ST,20,12.0,2,Rural,Punjab,Outside_LF,NA,NA,0.0,1.3932,,0,0,0,0,0,1,0,0
W03071,Male,OBC,28,9.0,13,Rural,Kerala,Employed,Services,Informal,23692.0,1.0678,10.072892717396856,0,1,0,1,0,0,0,1
W03072,Female,OBC,27,8.0,13,Urban,Andhra Pradesh,Employed,Industry,Informal,9814.0,0.7906,9.191565216649849,1,1,1,1,0,0,1,0
W03073,Female,General,40,12.0,22,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.4576,,1,0,0,0,0,0,0,0
W03074,Female,OBC,39,7.0,26,Urban,West Bengal,Outside_LF,NA,NA,0.0,1.1118,,1,0,1,1,0,0,0,0
W03075,Female,ST,32,7.0,19,Rural,Tamil Nadu,Employed,Agriculture,Informal,4635.0,1.2737,8.441391477999955,1,1,0,0,0,1,0,0
W03076,Female,OBC,23,0.0,17,Rural,Maharashtra,Employed,Agriculture,Informal,6283.0,1.0889,8.745602852402946,1,1,0,1,0,0,0,0
W03077,Male,General,47,11.0,30,Urban,Rajasthan,Employed,Services,Informal,29095.0,0.7933,10.27832161709077,0,1,1,0,0,0,0,1
W03078,Female,General,54,9.0,39,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.0949,,1,0,0,0,0,0,0,0
W03079,Female,ST,47,4.0,37,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.1557,,1,0,0,0,0,1,0,0
W03080,Male,ST,55,3.0,46,Rural,Telangana,Employed,Services,Informal,12924.0,1.3483,9.466841326944389,0,1,0,0,0,1,0,1
W03081,Male,General,60,14.0,40,Rural,Kerala,Employed,Industry,Informal,25096.0,1.0729,10.130463749870515,0,1,0,0,0,0,1,0
W03082,Male,OBC,57,8.0,43,Rural,Gujarat,Employed,Agriculture,Informal,7837.0,1.0857,8.966611387052865,0,1,0,1,0,0,0,0
W03083,Female,General,47,10.0,31,Urban,Rajasthan,Outside_LF,NA,NA,0.0,1.0217,,1,0,1,0,0,0,0,0
W03084,Female,OBC,17,7.0,4,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.1436,,1,0,0,1,0,0,0,0
W03085,Female,General,31,11.0,14,Urban,Gujarat,Unemployed,NA,NA,0.0,0.8428,,1,0,1,0,0,0,0,0
W03086,Male,SC,36,12.0,18,Rural,Odisha,Outside_LF,NA,NA,0.0,1.2997,,0,0,0,0,1,0,0,0
W03087,Male,ST,50,6.0,38,Rural,Maharashtra,Employed,Agriculture,Informal,5587.0,1.0578,8.628197749459149,0,1,0,0,0,1,0,0
W03088,Male,General,57,14.0,37,Rural,Tamil Nadu,Employed,Services,Informal,20334.0,1.322,9.920049640835106,0,1,0,0,0,0,0,1
W03089,Female,OBC,47,8.0,33,Rural,Tamil Nadu,Employed,Agriculture,Informal,11487.0,1.0292,9.348971240145405,1,1,0,1,0,0,0,0
W03090,Female,General,33,8.0,19,Urban,Madhya Pradesh,Outside_LF,NA,NA,0.0,0.8489,,1,0,1,0,0,0,0,0
W03091,Female,OBC,54,7.0,41,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.2362,,1,0,0,1,0,0,0,0
W03092,Female,General,49,9.0,34,Rural,Kerala,Employed,Agriculture,Informal,5773.0,1.3229,8.660947155060933,1,1,0,0,0,0,0,0
W03093,Female,General,54,11.0,37,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.1178,,1,0,0,0,0,0,0,0
W03094,Female,ST,44,5.0,33,Rural,Gujarat,Employed,Agriculture,Informal,11909.0,1.442,9.385049695767997,1,1,0,0,0,1,0,0
W03095,Male,General,47,9.0,32,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.4611,,0,0,0,0,0,0,0,0
W03096,Male,SC,32,7.0,19,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.2507,,0,0,0,0,1,0,0,0
W03097,Male,General,34,7.0,21,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.1508,,0,0,0,0,0,0,0,0
W03098,Male,OBC,28,9.0,13,Rural,Madhya Pradesh,Employed,Agriculture,Informal,15869.0,1.073,9.672122799562842,0,1,0,1,0,0,0,0
W03099,Male,OBC,27,10.0,11,Urban,Kerala,Employed,Agriculture,Informal,15719.0,1.1029,9.662625450728237,0,1,1,1,0,0,0,0
W03100,Male,ST,47,11.0,30,Urban,Gujarat,Employed,Services,Informal,20618.0,0.8131,9.93391975965633,0,1,1,0,0,1,0,1
W03101,Female,General,34,13.0,15,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.1634,,1,0,0,0,0,0,0,0
W03102,Male,General,21,9.0,6,Rural,Tamil Nadu,Employed,Industry,Informal,7215.0,1.1779,8.88391747120797,0,1,0,0,0,0,1,0
W03103,Female,SC,16,6.0,4,Urban,Telangana,Outside_LF,NA,NA,0.0,0.8616,,1,0,1,0,1,0,0,0
W03104,Female,OBC,58,8.0,44,Rural,Bihar,Outside_LF,NA,NA,0.0,1.021,,1,0,0,1,0,0,0,0
W03105,Female,OBC,36,7.0,23,Rural,Kerala,Outside_LF,NA,NA,0.0,1.1194,,1,0,0,1,0,0,0,0
W03106,Female,General,43,9.0,28,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.3793,,1,0,0,0,0,0,0,0
W03107,Male,General,60,11.0,43,Rural,Uttar Pradesh,Employed,Industry,Formal,34464.0,1.1186,10.447670579956116,0,0,0,0,0,0,1,0
W03108,Female,SC,20,11.0,3,Rural,Odisha,Employed,Services,Informal,4937.0,1.3868,8.504513138258863,1,1,0,0,1,0,0,1
W03109,Male,OBC,61,8.0,47,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.2196,,0,0,0,1,0,0,0,0
W03110,Female,OBC,50,8.0,36,Rural,Uttar Pradesh,Employed,Industry,Informal,8606.0,1.0589,9.060214913398545,1,1,0,1,0,0,1,0
W03111,Male,General,47,4.0,37,Rural,Kerala,Employed,Industry,Informal,12782.0,1.417,9.455793210210228,0,1,0,0,0,0,1,0
W03112,Male,General,36,14.0,16,Rural,Gujarat,Employed,Agriculture,Informal,35138.0,1.3249,10.467038444924999,0,1,0,0,0,0,0,0
W03113,Female,ST,50,8.0,36,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.3138,,1,0,0,0,0,1,0,0
W03114,Female,OBC,25,5.0,14,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.0921,,1,0,0,1,0,0,0,0
W03115,Male,General,30,10.0,14,Rural,Maharashtra,Outside_LF,NA,NA,0.0,1.3192,,0,0,0,0,0,0,0,0
W03116,Female,ST,63,6.0,51,Urban,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.0518,,1,0,1,0,0,1,0,0
W03117,Male,OBC,28,10.0,12,Urban,Odisha,Employed,Agriculture,Informal,20057.0,1.1237,9.906333498986047,0,1,1,1,0,0,0,0
W03118,Female,OBC,50,9.0,35,Rural,Rajasthan,Employed,Industry,Formal,25201.0,1.342,10.134638955251866,1,0,0,1,0,0,1,0
W03119,Male,OBC,61,9.0,46,Rural,Jharkhand,Employed,Agriculture,Informal,5616.0,1.2274,8.633374945705647,0,1,0,1,0,0,0,0
W03120,Male,OBC,44,15.0,23,Rural,Madhya Pradesh,Employed,Industry,Formal,26427.0,1.4131,10.182141493777905,0,0,0,1,0,0,1,0
W03121,Male,OBC,29,8.0,15,Urban,Tamil Nadu,Employed,Agriculture,Informal,11044.0,0.7831,9.309642573050045,0,1,1,1,0,0,0,0
W03122,Male,OBC,57,17.0,34,Rural,Tamil Nadu,Employed,Agriculture,Informal,29715.0,1.2213,10.299407247800762,0,1,0,1,0,0,0,0
W03123,Male,OBC,56,13.0,37,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.3715,,0,0,0,1,0,0,0,0
W03124,Male,General,42,14.0,22,Urban,Kerala,Employed,Agriculture,Informal,26196.0,0.8944,10.173362006337944,0,1,1,0,0,0,0,0
W03125,Male,ST,20,3.0,11,Rural,Bihar,Employed,Agriculture,Informal,5408.0,1.0483,8.5956346177228,0,1,0,0,0,1,0,0
W03126,Male,OBC,37,12.0,19,Rural,Karnataka,Employed,Industry,Formal,29134.0,1.0733,10.279661156008894,0,0,0,1,0,0,1,0
W03127,Female,OBC,36,9.0,21,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.1003,,1,0,0,1,0,0,0,0
W03128,Male,OBC,24,4.0,14,Rural,Punjab,Employed,Industry,Formal,5304.0,1.419,8.576216531865699,0,0,0,1,0,0,1,0
W03129,Female,OBC,35,4.0,25,Urban,West Bengal,Outside_LF,NA,NA,0.0,1.0245,,1,0,1,1,0,0,0,0
W03130,Female,OBC,22,9.0,7,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.3867,,1,0,0,1,0,0,0,0
W03131,Male,OBC,49,9.0,34,Rural,Gujarat,Employed,Industry,Informal,19506.0,1.4565,9.87847738953196,0,1,0,1,0,0,1,0
W03132,Female,SC,36,4.0,26,Rural,Odisha,Outside_LF,NA,NA,0.0,1.1653,,1,0,0,0,1,0,0,0
W03133,Male,SC,51,11.0,34,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.3767,,0,0,0,0,1,0,0,0
W03134,Male,SC,37,5.0,26,Urban,Gujarat,Employed,Industry,Informal,19893.0,0.8962,9.898123190036978,0,1,1,0,1,0,1,0
W03135,Female,General,50,8.0,36,Urban,Kerala,Outside_LF,NA,NA,0.0,1.0478,,1,0,1,0,0,0,0,0
W03136,Female,OBC,51,6.0,39,Urban,Telangana,Employed,Agriculture,Informal,10863.0,1.0155,9.293117798433752,1,1,1,1,0,0,0,0
W03137,Female,OBC,23,9.0,8,Urban,Kerala,Outside_LF,NA,NA,0.0,1.1213,,1,0,1,1,0,0,0,0
W03138,Male,General,37,7.0,24,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.3834,,0,0,0,0,0,0,0,0
W03139,Female,SC,52,4.0,42,Rural,Kerala,Employed,Services,Informal,3445.0,1.0228,8.144679183447758,1,1,0,0,1,0,0,1
W03140,Male,OBC,44,5.0,33,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.3559,,0,0,0,1,0,0,0,0
W03141,Male,General,26,11.0,9,Rural,Punjab,Outside_LF,NA,NA,0.0,1.0688,,0,0,0,0,0,0,0,0
W03142,Male,General,56,14.0,36,Rural,Karnataka,Employed,Industry,Informal,21421.0,1.2821,9.972127028252816,0,1,0,0,0,0,1,0
W03143,Female,General,24,12.0,6,Rural,Odisha,Outside_LF,NA,NA,0.0,1.0955,,1,0,0,0,0,0,0,0
W03144,Male,OBC,64,7.0,51,Rural,Punjab,Outside_LF,NA,NA,0.0,1.2575,,0,0,0,1,0,0,0,0
W03145,Female,OBC,50,9.0,35,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.0503,,1,0,1,1,0,0,0,0
W03146,Female,OBC,31,7.0,18,Rural,Punjab,Outside_LF,NA,NA,0.0,1.1588,,1,0,0,1,0,0,0,0
W03147,Female,General,24,13.0,5,Rural,Kerala,Employed,Services,Formal,14597.0,1.0933,9.588571307130579,1,0,0,0,0,0,0,1
W03148,Female,General,60,9.0,45,Urban,Punjab,Employed,Agriculture,Informal,27022.0,0.8782,10.204406628019905,1,1,1,0,0,0,0,0
W03149,Female,SC,41,0.0,35,Rural,Telangana,Employed,Services,Informal,7051.0,1.1034,8.860924729719041,1,1,0,0,1,0,0,1
W03150,Male,General,55,14.0,35,Rural,Bihar,Outside_LF,NA,NA,0.0,1.1081,,0,0,0,0,0,0,0,0
W03151,Male,OBC,56,8.0,42,Rural,Madhya Pradesh,Employed,Agriculture,Informal,10994.0,1.3547,9.305104948420606,0,1,0,1,0,0,0,0
W03152,Female,OBC,18,7.0,5,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.0186,,1,0,1,1,0,0,0,0
W03153,Male,OBC,49,10.0,33,Urban,Andhra Pradesh,Outside_LF,NA,NA,0.0,0.9555,,0,0,1,1,0,0,0,0
W03154,Male,SC,31,4.0,21,Rural,Tamil Nadu,Employed,Services,Informal,6938.0,1.1411,8.844768827529695,0,1,0,0,1,0,0,1
W03155,Male,OBC,60,10.0,44,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.2742,,0,0,0,1,0,0,0,0
W03156,Male,ST,25,7.0,12,Rural,Telangana,Employed,Agriculture,Informal,10671.0,1.4753,9.275285060616564,0,1,0,0,0,1,0,0
W03157,Male,SC,16,9.0,1,Rural,Kerala,Employed,Services,Informal,8833.0,1.2042,9.086249986745132,0,1,0,0,1,0,0,1
W03158,Male,General,48,10.0,32,Urban,Maharashtra,Outside_LF,NA,NA,0.0,0.9175,,0,0,1,0,0,0,0,0
W03159,Female,General,42,12.0,24,Urban,Jharkhand,Employed,Industry,Formal,15154.0,0.9429,9.626019802491319,1,0,1,0,0,0,1,0
W03160,Male,OBC,42,7.0,29,Urban,Rajasthan,Employed,Agriculture,Informal,14235.0,0.8292,9.563458999712138,0,1,1,1,0,0,0,0
W03161,Female,OBC,28,6.0,16,Urban,Telangana,Outside_LF,NA,NA,0.0,0.8531,,1,0,1,1,0,0,0,0
W03162,Female,OBC,39,7.0,26,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.3517,,1,0,0,1,0,0,0,0
W03163,Male,General,63,12.0,45,Urban,Tamil Nadu,Outside_LF,NA,NA,0.0,0.8232,,0,0,1,0,0,0,0,0
W03164,Female,General,53,9.0,38,Rural,West Bengal,Employed,Industry,Informal,13857.0,1.3102,9.536545799098715,1,1,0,0,0,0,1,0
W03165,Female,OBC,64,11.0,47,Rural,Bihar,Outside_LF,NA,NA,0.0,1.2052,,1,0,0,1,0,0,0,0
W03166,Female,OBC,31,8.0,17,Urban,Odisha,Employed,Agriculture,Informal,18733.0,0.8753,9.838041953461058,1,1,1,1,0,0,0,0
W03167,Male,OBC,58,10.0,42,Urban,Madhya Pradesh,Employed,Agriculture,Informal,21862.0,0.9629,9.992505248853782,0,1,1,1,0,0,0,0
W03168,Male,ST,34,6.0,22,Urban,West Bengal,Outside_LF,NA,NA,0.0,0.8462,,0,0,1,0,0,1,0,0
W03169,Male,General,61,14.0,41,Rural,Uttar Pradesh,Employed,Industry,Informal,21012.0,1.1686,9.952848982073853,0,1,0,0,0,0,1,0
W03170,Female,OBC,58,8.0,44,Rural,Kerala,Outside_LF,NA,NA,0.0,1.2718,,1,0,0,1,0,0,0,0
W03171,Female,ST,23,0.0,17,Urban,Rajasthan,Employed,Services,Formal,9216.0,1.0016,9.128696382935672,1,0,1,0,0,1,0,1
W03172,Female,OBC,63,11.0,46,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.4214,,1,0,0,1,0,0,0,0
W03173,Female,OBC,45,8.0,31,Rural,Rajasthan,Employed,Services,Formal,17386.0,1.4158,9.76342056363901,1,0,0,1,0,0,0,1
W03174,Female,OBC,53,9.0,38,Rural,Gujarat,Employed,Agriculture,Informal,10771.0,1.2589,9.28461261635077,1,1,0,1,0,0,0,0
W03175,Female,General,43,8.0,29,Rural,Karnataka,Employed,Industry,Informal,7354.0,1.0556,8.902999661861218,1,1,0,0,0,0,1,0
W03176,Male,SC,25,2.0,17,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.1103,,0,0,0,0,1,0,0,0
W03177,Female,OBC,64,1.0,57,Urban,Madhya Pradesh,Outside_LF,NA,NA,0.0,0.7652,,1,0,1,1,0,0,0,0
W03178,Male,OBC,20,7.0,7,Rural,Madhya Pradesh,Employed,Services,Informal,9272.0,1.1091,9.134754385019587,0,1,0,1,0,0,0,1
W03179,Male,OBC,55,11.0,38,Urban,Kerala,Employed,Industry,Informal,16101.0,0.7761,9.686636660844938,0,1,1,1,0,0,1,0
W03180,Male,OBC,25,13.0,6,Urban,Tamil Nadu,Unemployed,NA,NA,0.0,1.0223,,0,0,1,1,0,0,0,0
W03181,Female,General,54,10.0,38,Rural,Punjab,Outside_LF,NA,NA,0.0,1.2822,,1,0,0,0,0,0,0,0
W03182,Male,SC,36,5.0,25,Rural,Kerala,Employed,Services,Informal,4310.0,1.0372,8.368693183097793,0,1,0,0,1,0,0,1
W03183,Male,OBC,26,7.0,13,Rural,Odisha,Employed,Agriculture,Informal,21834.0,1.3165,9.991223666840215,0,1,0,1,0,0,0,0
W03184,Male,General,26,15.0,5,Urban,Gujarat,Outside_LF,NA,NA,0.0,1.0581,,0,0,1,0,0,0,0,0
W03185,Male,OBC,30,6.0,18,Rural,Kerala,Outside_LF,NA,NA,0.0,1.0337,,0,0,0,1,0,0,0,0
W03186,Male,ST,60,11.0,43,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.081,,0,0,0,0,0,1,0,0
W03187,Female,OBC,53,13.0,34,Urban,Karnataka,Outside_LF,NA,NA,0.0,0.9346,,1,0,1,1,0,0,0,0
W03188,Female,OBC,48,13.0,29,Rural,Odisha,Employed,Agriculture,Informal,12250.0,1.0403,9.413281215972873,1,1,0,1,0,0,0,0
W03189,Male,OBC,46,11.0,29,Rural,Maharashtra,Employed,Services,Informal,13409.0,1.0302,9.503681402279643,0,1,0,1,0,0,0,1
W03190,Male,SC,35,7.0,22,Urban,Bihar,Employed,Agriculture,Informal,14208.0,0.9747,9.56156046523195,0,1,1,0,1,0,0,0
W03191,Male,OBC,60,10.0,44,Rural,Uttar Pradesh,Employed,Services,Formal,14144.0,1.29,9.557045784877424,0,0,0,1,0,0,0,1
W03192,Male,SC,28,10.0,12,Rural,Karnataka,Employed,Industry,Informal,10336.0,1.4072,9.243388226022383,0,1,0,0,1,0,1,0
W03193,Female,General,62,8.0,48,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.0574,,1,0,0,0,0,0,0,0
W03194,Female,ST,34,1.0,27,Urban,Karnataka,Outside_LF,NA,NA,0.0,1.088,,1,0,1,0,0,1,0,0
W03195,Female,SC,32,5.0,21,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,0.7717,,1,0,1,0,1,0,0,0
W03196,Male,OBC,38,7.0,25,Urban,Karnataka,Outside_LF,NA,NA,0.0,0.8735,,0,0,1,1,0,0,0,0
W03197,Female,OBC,52,11.0,35,Urban,Jharkhand,Employed,Industry,Informal,10879.0,0.7825,9.294589604421082,1,1,1,1,0,0,1,0
W03198,Male,General,50,10.0,34,Rural,Uttar Pradesh,Employed,Industry,Formal,27469.0,1.1372,10.220813375077594,0,0,0,0,0,0,1,0
W03199,Male,OBC,53,10.0,37,Rural,Telangana,Employed,Agriculture,Informal,6587.0,1.4113,8.792853288640693,0,1,0,1,0,0,0,0
